,Unnamed: 0.1,mood,id,title,all_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
3557,3557,energetic,7y3c1oJMY1CwwtOZ84Qovu,Hallucination,Years & Years,0.687,0.788,6,-5.142,0,0.0352,0.0121,0.0,0.358,0.669,123.02,174795,4
3558,3558,energetic,7nbVbGjifh0m2fhPYqcI1R,Sweet but Psycho - Morgan Page Dance Remix,Morgan Page,0.645,0.795,1,-5.439,1,0.0343,0.0334,1.05e-05,0.089,0.424,127.959,226875,4
3559,3559,energetic,52Y5nYBQgqawttJxxtUv1e,Insomnia - King Topher Remix,King Topher,0.733,0.718,4,-7.149,0,0.0376,0.0107,0.0102,0.33,0.206,122.993,176098,4
3560,3560,energetic,614TxLN6BP9nN8pFcPdLVE,Sweet Lovin' - Radio Edit,Bryn Christopher,0.683,0.91,10,-1.231,1,0.0515,0.0553,4.78e-06,0.336,0.674,124.977,202149,4
3561,3561,energetic,7zHrHnVSQwI95FGHewXDl8,Do Bad Well (feat. Nevve),Nevve,0.604,0.894,5,-4.755,1,0.113,0.0512,0.000315,0.234,0.415,127.964,204375,4
3562,3562,energetic,2USlegnFJLrVLpoVfPimKB,Thunder,Prezioso,0.67,0.896,1,-4.673,1,0.058,0.0342,3.21e-05,0.344,0.403,101.216,160000,3
3563,3563,energetic,4n8sA1bwOUqPPv7sRYsdqS,Can't Be Me - Radio Edit,DJ Jounce,0.755,0.935,10,-5.07,1,0.0928,0.0118,0.0124,0.139,0.675,125.996,148571,4
3564,3564,energetic,6siDDghVE7fxel5o7fE4OF,Sweater Weather,Julian Perretta,0.57,0.873,5,-5.188,0,0.07,0.00853,0.0,0.365,0.236,125.086,171133,4
3565,3565,energetic,3QqdKooVxopmcnEwKkr1OB,My Time,Van Herpen,0.574,0.765,2,-4.445,1,0.0413,0.00658,1.96e-05,0.0716,0.0929,127.899,142979,4
3566,3566,energetic,1eGlStOBtFJ6Oc4hhN5tUR,Shivers - Ofenbach Remix,Ofenbach,0.861,0.832,2,-3.35,1,0.0457,0.0119,0.0,0.0461,0.917,126.989,187248,4
3567,3567,energetic,0TeIpXK4mS251xn4HNbL5x,This Is Love,Municipal,0.74,0.97,4,-5.416,0,0.128,0.00845,0.0022,0.327,0.388,125.984,128274,4
3568,3568,energetic,7eIO5yWQJUfdewKZ990FWK,Out of Touch - VIP Club Mix,Danny & Tariq,0.709,0.831,7,-5.829,0,0.0465,0.00731,0.00313,0.169,0.357,126.046,154554,4
3569,3569,energetic,0KYCMyQLB1wIn2impBTBRa,Guilty (feat. Gretchin),Gretchin,0.646,0.856,9,-6.97,0,0.0488,0.048,0.0242,0.376,0.493,123.005,182625,4
3570,3570,energetic,0QrfZiv1ARuht0oPwWeyJ2,Let Me Think About It,Fedde Le Grand,0.762,0.754,0,-3.425,0,0.046,0.00022,0.0665,0.146,0.715,129.026,151973,4
3571,3571,energetic,6UmkLiuqMDw88HKr9H4B2F,Skippin,LIZOT,0.81,0.849,0,-3.75,0,0.0672,0.123,0.00902,0.125,0.321,130.013,157446,4
3572,3572,energetic,2eQfD774357Ymh9NzCl5T2,Close My Eyes,Jack Dawson,0.434,0.841,10,-6.182,0,0.0382,0.000664,5.95e-06,0.115,0.233,123.899,222581,4
3573,3573,energetic,46lFttIf5hnUZMGvjK0Wxo,Runaway (U & I),Galantis,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,227074,4
3574,3574,energetic,5ofHoV0ywhsZUOArK1Oa1h,Say It Right - ILURO Remix,ILURO,0.696,0.934,8,-4.051,1,0.267,0.0129,0.0,0.153,0.472,124.017,133725,4
3575,3575,energetic,1ZQnV7ePl8yXoLjPfhWE5L,Piece of Me,Becky Hill,0.68,0.913,5,-2.343,0,0.0844,0.00565,0.0,0.288,0.669,121.961,188707,4
3576,3576,energetic,50RJdoxw8iajGNtHQe6QeS,Something Just Like This - Alesso Remix,Alesso,0.663,0.728,2,-5.99,1,0.0491,0.24,0.000417,0.122,0.563,120.082,252933,4
3577,3577,energetic,5xYC48nOppVemY6U5GRGTb,Memories (feat. Kid Cudi),Kid Cudi,0.546,0.916,8,-3.932,1,0.255,0.00144,4.34e-06,0.251,0.375,129.983,210853,4
3578,3578,energetic,3eLdNmnRWr9gIyBcqTSSti,SOS - Laidback Luke Tribute Remix / Radio Edit,Laidback Luke,0.572,0.915,5,-4.451,0,0.0625,0.0111,0.0,0.339,0.678,123.919,164516,4
3579,3579,energetic,5eaH3RdmqBfaSQl3NSBywF,Parachute - Radio Edit,Otto Knows,0.611,0.78,5,-3.351,0,0.0369,0.0205,2.98e-05,0.319,0.587,127.989,202504,4
3580,3580,energetic,7BponDjgX1siFT4iU3Nc0S,Solo (feat. Demi Lovato) - Wideboys Remix,Wideboys,0.659,0.946,11,-3.73,0,0.211,0.219,0.0,0.143,0.498,122.043,188852,4
3581,3581,energetic,0Gd2Ae1ssubxu1ZTVqptcU,Pulled My Gun,Camilia,0.497,0.761,0,-5.553,1,0.0508,0.125,0.000129,0.158,0.42,124.191,156290,4
3582,3582,energetic,3sz8Gn0fOmXmyXOaPSWBJ9,Sweet Escape,Sirena,0.566,0.851,2,-3.799,1,0.0389,0.0736,1.07e-06,0.198,0.511,126.046,232533,4
3583,3583,energetic,1ppOGANOzMT01Cxh9jx4hN,Cool Kids,Hallasen,0.735,0.5,8,-11.297,1,0.0511,0.415,3.12e-05,0.13,0.119,126.1,139048,4
3584,3584,energetic,4NkgQJFG0aDHXyylIGnmJ4,New Rules - KREAM Remix,KREAM,0.548,0.752,9,-5.456,0,0.111,0.00638,0.000345,0.0966,0.429,122.008,280853,4
3585,3585,energetic,7zJDr97ybHLou4sSQQL6fe,Dreamcatcher - Night Mix,Miko,0.672,0.709,8,-5.416,1,0.128,0.00665,0.00137,0.0922,0.338,109.991,252000,4
3586,3586,energetic,347rb0KODv9NHZ4MG8yOdN,A Little Too Much (Bastiaan & DJ Shaan),DJ Shaan,0.767,0.875,4,-3.993,0,0.153,0.0728,0.00149,0.0784,0.397,121.987,153173,4
3587,3587,energetic,0d1ujEcFwTqA4kWliTSJim,Don't You Hold Me Down,Georgia Ku,0.773,0.839,5,-4.046,1,0.0566,0.0276,0.00797,0.132,0.303,123.975,132598,4
3588,3588,energetic,46lyJh9GYmWsHez3EsvmAx,Rise Up (feat. Vamero),VAMERO,0.648,0.927,1,-3.633,1,0.049,0.011,0.0,0.162,0.361,126.037,182000,4
3589,3589,energetic,1kTlT3phtU2yqTJYT1x6hb,Fireworks (feat. Moss Kena & The Knocks),The Knocks,0.751,0.764,1,-5.268,0,0.045,0.00714,3.76e-06,0.154,0.73,118.026,199705,4
3590,3590,energetic,03Y59cRE9pCrk3VleTeT7M,Show You Love,Hailee Steinfeld,0.689,0.832,5,-5.149,0,0.0745,0.289,0.0,0.0749,0.657,123.936,182720,4
3591,3591,energetic,4M8x1TR36VMQMFMbGCdoyA,Back & Forth,Becky Hill,0.684,0.816,10,-5.211,0,0.0322,0.0181,0.0,0.0222,0.702,121.993,196215,4
3592,3592,energetic,6LUOMjoORvAkdhBYvESO46,Move Your Body - Alan Walker Remix,Alan Walker,0.636,0.789,10,-4.905,0,0.0892,0.0834,0.000896,0.391,0.4,128.028,217907,4
3593,3593,energetic,7FDaS1k08rwMoAThmzUkOZ,Side Effects - Fedde Le Grand Remix,Fedde Le Grand,0.633,0.854,0,-4.046,0,0.0432,0.0382,2.83e-05,0.434,0.659,126.026,172360,4
3594,3594,energetic,2ayyzfxamdoNRDI0au3wva,Love We Lost (with R3HAB),Simon Ward,0.651,0.783,0,-6.162,1,0.0501,0.045,0.0,0.0628,0.311,119.995,136000,4
3595,3595,energetic,3P7qStX3ECFOLfjrXuLzbc,Something New,Sebastian Ingrosso,0.568,0.86,11,-3.846,1,0.0342,0.0189,0.000484,0.119,0.394,129.924,247160,4
3596,3596,energetic,0yn16QVPy3bYV9p2GcGQ5F,Fresh,David Puentez,0.702,0.928,0,-4.221,1,0.0599,0.0795,0.462,0.319,0.524,127.952,146484,4
3597,3597,energetic,5L2l7mI8J1USMzhsmdjat9,Red Lights,Tiësto,0.654,0.83,10,-4.801,1,0.0366,0.000629,1.13e-06,0.121,0.548,124.989,262200,4
3598,3598,energetic,1BMwsK4pa9KhiFmOp1oCjf,Nobody Does It Better,Michael Calfan,0.679,0.839,0,-5.579,1,0.0303,0.000772,0.00173,0.0772,0.566,123.041,148293,4
3599,3599,energetic,1sh6lL6cmlcwhqZKGiKBua,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,Nicky Romero,0.509,0.79,6,-3.782,0,0.0374,0.332,6.67e-05,0.316,0.638,127.946,208316,4
3600,3600,energetic,0pjMTISKHTJkogN1BPZxaC,Paradise - Tiësto Remix,Tiësto,0.637,0.736,2,-6.003,0,0.0404,0.0123,0.14,0.0798,0.643,130.015,286347,4
3601,3601,energetic,00mc1EK8IId9saksKbVvtI,If It Ain't Love - Westfunk Remix,Jason Derulo,0.623,0.963,10,-3.016,0,0.0998,0.0278,2.89e-05,0.361,0.518,125.026,255120,4
3602,3602,energetic,3ScJy88F8KqGDfWu8XJhHx,If I Lose Myself - Alesso vs OneRepublic,Alesso,0.519,0.754,2,-5.689,1,0.0402,0.258,3.75e-06,0.139,0.16,125.975,215187,4
3603,3603,energetic,0aBKFfdyOD1Ttvgv0cfjjJ,More - RedOne Jimmy Joker Remix,Usher,0.551,0.893,7,-2.628,1,0.0543,0.00166,0.0,0.348,0.794,125.083,219987,4
3604,3604,energetic,4xEL14eOyz3tcCxqMYnjWD,My Ecstasy - Ortox remix,Ortox,0.66,0.923,6,-4.553,0,0.0456,0.0219,0.000528,0.303,0.137,125.967,173333,4
3605,3605,energetic,5QifrqmnjHzdOuBAheeeNU,Say Something - Zac Samuel Remix,Zac Samuel,0.701,0.667,7,-6.177,1,0.0361,0.0121,6.53e-06,0.148,0.675,119.975,213135,4
3606,3606,energetic,5kVXjAxYDkN57tZQi0JKya,You've Got To Let Go If You Want To Be Free,Zedd,0.658,0.908,4,-8.071,0,0.186,0.0335,0.0198,0.221,0.45,123.92,253787,4
3607,3607,energetic,3ozk71pqsRk1l4EfAfh8Dk,Highs & Lows (Ba Di Boom),Nander,0.684,0.776,4,-6.217,0,0.0616,0.0636,5.16e-05,0.376,0.177,124.0,123871,4
3608,3608,energetic,02shCNmb6IvgB5jLqKjtkK,Nevada,Cozi Zuehlsdorff,0.605,0.783,3,-4.271,1,0.0324,0.299,0.000175,0.133,0.105,124.015,208562,4
3609,3609,energetic,483XiZ5o13Cc1zoWV7jGml,Gecko (Overdrive) - Radio Edit,Becky Hill,0.609,0.885,0,-5.469,1,0.0642,0.00521,1.15e-05,0.336,0.76,124.959,165441,4
3610,3610,energetic,3YOZWCREvKsxhcZNJix5xd,No Fun,The Stickmen Project,0.731,0.904,10,-4.774,0,0.0349,0.00861,0.000164,0.0916,0.328,121.03,130413,4
3611,3611,energetic,55nMnifaQWKe3f9cbwOXwx,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Tiësto Remix,Tiësto,0.69,0.78,5,-4.446,0,0.0594,0.00733,0.00183,0.0729,0.238,126.07,255238,4
3612,3612,energetic,5aO8NoVDDUOkxWtv4lS5oM,Take Me Home - Tiësto Remix,Tiësto,0.695,0.871,6,-5.245,0,0.0318,0.0167,0.0,0.113,0.486,127.963,315471,4
3613,3613,energetic,3M9Apu4OZfylLTFKvgEtKa,Ritual,Rita Ora,0.647,0.726,3,-4.389,0,0.0552,0.157,0.0,0.0844,0.767,114.996,198996,4
3614,3614,energetic,37rViwc93rhxfbkZ1mcRY4,I'm Not Sorry,Mike Williams,0.649,0.82,4,-3.812,1,0.0558,0.121,0.0,0.0771,0.349,128.096,186094,4
3615,3615,energetic,4GGr9JefrXSJe14EfR5PIv,U,Scity,0.784,0.873,4,-5.004,0,0.0817,0.065,0.00062,0.321,0.578,125.003,188640,4
3616,3616,energetic,7nkOH6CQX02HDuXKWYuh1I,Anywhere For You,John Martin,0.533,0.913,3,-4.041,1,0.0663,0.0314,1.42e-06,0.104,0.336,128.022,213929,4
3617,3617,energetic,60jMCb9jnlhICNbD3wqmGR,Swish Swish - Valentino Khan Remix,Valentino Khan,0.853,0.752,1,-3.97,1,0.0443,0.0419,0.00488,0.122,0.601,128.043,200625,4
3618,3618,energetic,1ftI7QOTB355PRcJ3Y2dIs,The One - Radio Edit,W&W,0.614,0.922,2,-3.257,1,0.23,0.169,0.00664,0.197,0.615,126.025,148738,4
3619,3619,energetic,5XYXgYQJvY87aCFxK5sOnp,Go Bang,Kira Divine,0.598,0.893,2,-3.072,1,0.0319,0.0714,0.0159,0.146,0.485,120.972,189093,4
3620,3620,energetic,5yj8QDJ967St7PUG7sFD0n,Shooting Darts (with R3HAB & Prezioso),Prezioso,0.755,0.892,5,-4.815,0,0.0625,0.0891,0.000141,0.0502,0.488,124.029,152903,4
3621,3621,energetic,0GiwV6v3AgJfdu59tj719Y,Pump It Up,Endor,0.899,0.894,1,-7.255,1,0.222,0.203,9.95e-05,0.0606,0.654,129.047,150635,4
3622,3622,energetic,6L5eyrIlO6GkRJAdqQEThe,Mad World,Gabry Ponte,0.6,0.894,11,-4.984,1,0.111,0.233,7.62e-05,0.195,0.145,106.595,153304,3
3623,3623,energetic,1ohLQfIwj9NUN7e5UKeDl9,Head & Heart (feat. MNEK) - Tiësto Remix,Tiësto,0.693,0.866,5,-4.964,0,0.0498,0.0689,0.0,0.145,0.663,126.002,124778,4
3624,3624,energetic,26hcyzSE154xMZCbFdtInA,Taped Up Heart (feat. Clara Mae),Clara Mae,0.675,0.937,0,-3.525,0,0.0509,0.152,0.0,0.154,0.567,103.961,218507,4
3625,3625,energetic,4CWZOyb9YHIH06yfsvY6k1,Give Me Your Love (feat. Nile Rodgers),Nile Rodgers,0.635,0.945,2,-2.298,1,0.036,0.00411,2.41e-05,0.314,0.686,125.024,209014,4
3626,3626,energetic,2OZZpID4LgZ0GGm8XB99e3,Don't Forget My Love,Miguel,0.638,0.872,2,-6.221,1,0.0415,0.0241,0.0159,0.118,0.253,121.041,199091,4
3627,3627,energetic,40IxKRgFSE2CO4RTlmB5vD,Love Me Again - Kove Remix,Kove,0.543,0.845,2,-4.282,0,0.257,0.00572,0.0,0.37,0.341,174.057,260667,4
3628,3628,energetic,1hRFVIy9As8OVRk8B7CrD5,When Love Takes Over (feat. Kelly Rowland),David Guetta,0.675,0.862,11,-4.614,1,0.0253,0.0165,0.000427,0.169,0.498,129.967,191000,4
3629,3629,energetic,26haJjtanhamtf25RXH0MO,All Stars,ALMA,0.775,0.723,10,-3.479,0,0.0486,0.17,0.000672,0.0579,0.604,124.05,170323,4
3630,3630,energetic,5UqCQaDshqbIk3pkhy4Pjg,Levels - Radio Edit,Avicii,0.584,0.889,1,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04,199907,4
3631,3631,energetic,3AUW7mAGx1BICBWqsuFgh4,Silence - Tiësto's Big Room Remix,Tiësto,0.522,0.941,1,-3.357,0,0.25,0.00621,3.63e-06,0.956,0.0994,130.088,202154,4
3632,3632,energetic,62feRreeM9ea7i2VHVSKrg,Freaks,Savage,0.886,0.967,4,-0.776,1,0.142,0.0157,0.389,0.239,0.745,128.1,168750,4
3633,3633,energetic,2nKVtmwXSjY0QVzrV76YfD,Home (feat. Penelope Austin) - Stefan Dabruck Remix,Penelope Austin,0.687,0.918,5,-1.799,0,0.0539,0.0291,0.373,0.338,0.34,128.011,438813,4
3634,3634,energetic,4IdCX8mGmi8kJD5az6HqRL,Million Voices - Radio Edit,Otto Knows,0.582,0.894,8,-6.298,1,0.041,0.0022,0.0223,0.0664,0.0694,125.946,192867,4
3635,3635,energetic,5ql2mP9FUhB3SgMzv2akuO,Heaven (feat. Veronica),Veronica,0.657,0.882,0,-3.565,0,0.0456,0.247,0.00202,0.112,0.179,127.994,195000,4
3636,3636,energetic,0vQdNTM18KusMJJrXWXDAy,Quechua,Thomas Gold,0.592,0.983,5,-3.429,0,0.084,0.000611,0.00764,0.175,0.375,131.967,179091,4
3637,3637,energetic,4XrqfMez5KkZKO9zfAvyQ7,Glad You Came,VIZE,0.758,0.76,2,-5.79,1,0.0427,0.0208,0.000884,0.0839,0.284,126.059,198095,4
3638,3638,energetic,1xNcBAoUw8Hz6LqK2jt4Ff,Call on Me - Radio Mix,Eric Prydz,0.597,0.837,10,-6.518,1,0.375,0.00427,0.00115,0.839,0.447,126.342,171360,4
3639,3639,energetic,63bWXWGcWnRQvdS8bJWdkB,Love Again (feat. Alida),Alida,0.636,0.822,0,-4.321,0,0.0507,0.0534,1.99e-05,0.121,0.338,127.225,147402,4
3640,3640,energetic,5bcfWAHLoMfGBdbeyoMaH3,Intoxicated - New Radio Mix,Good Times Ahead,0.8,0.677,0,-4.023,1,0.0393,0.00563,0.00409,0.0838,0.547,125.004,159693,4
3641,3641,energetic,1Wuwsq0BK4Abd7gRitOhXl,Be Right There,Sleepy Tom,0.695,0.797,7,-5.199,1,0.0548,0.00259,0.112,0.664,0.297,124.972,237051,4
3642,3642,energetic,5UZA39t4lX42ApegVubl7f,Won’t Let You Go,John Martin,0.46,0.843,2,-5.164,0,0.0616,0.00623,0.0,0.16,0.276,125.982,217262,4
3643,3643,energetic,3zQpGaH50HeMjxurMZVF6q,Lifetime (with Ty Dolla $ign & 070 Shake),070 Shake,0.591,0.719,11,-7.824,0,0.215,0.0201,3.17e-06,0.906,0.142,100.014,186805,4
3644,3644,energetic,1xOgDZRSKEHZXAdVkT0GJE,Astronaut In The Ocean,Citycreed,0.726,0.899,11,-3.368,1,0.0597,0.00654,0.0,0.292,0.147,99.986,133921,4
3645,3645,energetic,6y1UtRcHQU07aUs3oxZ8Yn,Sorry,Joel Corry,0.744,0.79,8,-4.617,0,0.0562,0.0547,0.000802,0.32,0.847,125.002,188640,4
3646,3646,energetic,22mek4IiqubGD9ctzxc69s,How Deep Is Your Love,Disciples,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,212640,4
3647,3647,energetic,7K7MUBCnzgBAvMVW2RTWNs,Body (feat. brando),Brando,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,163216,4
3648,3648,energetic,4PyjU6NkpXm78HRNAXg0fk,Playbox,Purple Disco Machine,0.651,0.906,10,-5.922,1,0.0362,0.00826,0.2,0.296,0.601,124.819,231031,4
3649,3649,energetic,16xwg9hnjqaKGmOSiE5JFV,Go Crazy,KDDK,0.812,0.675,5,-6.957,0,0.0775,0.0514,1.67e-06,0.0964,0.383,129.948,160639,4
3650,3650,energetic,5naYe7rLMZcLfO1DKg48MK,All Day And Night,Europa,0.567,0.765,1,-4.107,0,0.108,0.317,0.0,0.14,0.541,121.924,169467,4
3651,3651,energetic,47dABAPyBgKB3iQCrC4Vrv,Who's Got Your Love,Daniel Blume,0.704,0.888,11,-2.872,1,0.0541,0.00553,0.0011,0.079,0.531,125.027,157000,4
3652,3652,energetic,4ut5G4rgB1ClpMTMfjoIuy,High On Life (feat. Bonn),Bonn,0.414,0.486,6,-6.431,0,0.0311,0.0129,0.0,0.111,0.368,128.038,230762,4
3653,3653,energetic,0P5lXk4fg0682IgDyK7GFM,I'm Blue - Club Mix,Kush Kush,0.735,0.915,0,-5.082,0,0.0475,0.0456,0.000152,0.238,0.615,124.007,150000,4
3654,3654,energetic,2QqfM19xb0tcmf9gOONcW7,Pink Lemonade,The Wombats,0.56,0.956,0,-4.366,1,0.0776,0.00406,1.55e-06,0.358,0.821,143.993,226107,4
3655,3655,energetic,1BwhFXqoIsePt21WyWIttb,I Wanna Get Better,Bleachers,0.446,0.915,9,-6.221,1,0.141,0.00281,3.87e-05,0.218,0.398,190.013,204520,4
3656,3656,energetic,6ie2Bw3xLj2JcGowOlcMhb,Green Light,Lorde,0.594,0.721,2,-7.812,1,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,234653,4
3657,3657,energetic,5bzf1xrbqr1ttjAJuRz2xY,Cleopatra,The Lumineers,0.536,0.775,8,-6.765,1,0.0394,0.228,0.000143,0.0947,0.485,151.393,201413,4
3658,3658,energetic,6MpCaSIOfqBqbMED4kXgNY,Prom Queen,Beach Bunny,0.528,0.797,4,-7.487,1,0.0485,0.000391,0.011,0.14,0.751,143.785,136562,4
3659,3659,energetic,1pNUmVxDiE8t6P1XxcZAv8,Scrawny,Wallows,0.639,0.816,6,-5.28,0,0.0485,0.000985,0.0604,0.141,0.802,138.008,166520,4
3660,3660,energetic,0GO8y8jQk1PkHzS31d699N,Tongue Tied,Grouplove,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,218013,4
3661,3661,energetic,2ihCaVdNZmnHZWt0fvAM7B,Little Talks,Of Monsters and Men,0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961,266600,4
3662,3662,energetic,6kcHg7XL6SKyPNd78daRBL,Sweet Talk,Saint Motel,0.67,0.843,1,-4.311,1,0.0454,0.0392,0.0,0.225,0.713,117.01,192040,4
3663,3663,energetic,5L95vS64rG1YMIFm1hLjyZ,Rollercoaster,Bleachers,0.421,0.79,10,-6.227,1,0.0538,0.00205,0.000309,0.148,0.279,162.024,188867,4
3664,3664,energetic,1UqhkbzB1kuFwt2iy4h29Q,Cough Syrup,Young the Giant,0.534,0.721,11,-7.307,0,0.0417,0.0343,6.24e-06,0.115,0.225,128.978,249520,3
3665,3665,energetic,3e0yTP5trHBBVvV32jwXqF,Anna Sun,WALK THE MOON,0.472,0.844,10,-6.578,1,0.054,0.00173,0.0,0.24,0.34,140.034,321280,4
3666,3666,energetic,58hbLmAfFQA4zbxcbRCO4P,Daft Pretty Boys,Bad Suns,0.665,0.823,8,-5.686,1,0.059,0.048,0.0,0.0927,0.672,136.992,187013,4
3667,3667,energetic,1YlOdKPa0LBTqOnFAxWPLQ,Retrospect - Single Version,Vistas,0.414,0.896,1,-4.128,1,0.085,0.000277,8.29e-05,0.365,0.498,159.054,204004,4
3668,3668,energetic,6K8VQ84MqhsoakN5MjrnVR,Supercut,Lorde,0.562,0.437,0,-10.229,1,0.052,0.219,2.18e-05,0.0806,0.15,124.852,277506,4
3669,3669,energetic,11zf7m4vw9Ze7cer9Nyhk1,Pleaser,Wallows,0.497,0.914,9,-4.308,1,0.0455,0.126,1.98e-05,0.274,0.385,148.893,187896,4
3670,3670,energetic,573latfTMO7SpGtStVrQx5,Harlem,New Politics,0.603,0.952,6,-3.699,1,0.0947,0.00189,0.000445,0.317,0.588,133.97,163627,4
3671,3671,energetic,78j9wYboWAkB0UxVVq0X0H,Painkiller,Beach Bunny,0.371,0.778,4,-7.969,1,0.0497,0.000272,0.000311,0.169,0.482,122.719,216146,4
3672,3672,energetic,7HwoUfASF7xwt4vFEhkQF3,Seeing Stars,BØRNS,0.638,0.893,6,-4.21,0,0.059,0.0534,0.0,0.258,0.904,91.981,189453,4
3673,3673,energetic,3ySU5vwQB33iGulwcUL9qQ,Don't Take The Money,Bleachers,0.63,0.885,1,-5.674,1,0.0406,0.000397,1.37e-06,0.206,0.289,110.072,215547,4
3674,3674,energetic,76EeScTnI2sCjDY0SfEoSb,Work This Body,WALK THE MOON,0.421,0.831,4,-5.128,1,0.106,0.0283,0.0,0.464,0.488,134.184,175907,4
3675,3675,energetic,5naar7XewEOAjOywIp6Jjq,Remember When,Wallows,0.504,0.708,11,-5.896,0,0.0343,0.00112,0.000424,0.788,0.51,82.009,155147,4
3676,3676,energetic,7h6lpVuSGPW6RNjDXKpYDh,The Sound,The 1975,0.648,0.936,0,-4.745,1,0.0762,0.085,6.93e-06,0.482,0.566,120.708,248880,4
3677,3677,energetic,612JlaWJl5l6VIrcBck5QB,Silhouettes,Colony House,0.479,0.759,8,-6.82,1,0.0385,0.0137,0.0,0.093,0.574,164.997,177773,4
3678,3678,energetic,1uNH7kknB8MVkmh6FfDb6W,T-Shirt Weather,Circa Waves,0.415,0.95,4,-4.676,1,0.0621,0.00126,3.86e-05,0.133,0.552,160.017,194288,4
3679,3679,energetic,4dTVgHZFPlaq9nPbLVVLSG,Closer,Tegan and Sara,0.588,0.751,0,-7.588,1,0.0328,0.00174,6.57e-05,0.353,0.52,136.979,209280,4
3680,3680,energetic,6SlZp9UeLRIuw92j96dcjU,Changing of the Seasons,Two Door Cinema Club,0.542,0.869,2,-4.429,1,0.135,5.21e-05,0.000222,0.115,0.592,130.021,222880,4
3681,3681,energetic,2eQOMQkStoRUQyq6HGh1iG,San Francisco,The Mowgli's,0.307,0.847,11,-4.215,1,0.0551,0.0215,0.0,0.0783,0.34,93.072,173093,4
3682,3682,energetic,7kEva2rxsNMn07fyfZMRRn,Cure For Me,AURORA,0.722,0.764,6,-5.86,0,0.0554,0.0933,1.82e-05,0.088,0.416,115.917,201640,4
3683,3683,energetic,2RiBogNRfulkNf7fVbPOrJ,Saturday Sun,Vance Joy,0.637,0.864,8,-4.381,1,0.0468,0.484,0.0,0.222,0.706,99.995,214720,4
3684,3684,energetic,5mLTKuS2yHKBgxvm4Jn27a,Calm,Vistas,0.518,0.835,0,-4.142,1,0.0389,0.0109,0.000192,0.098,0.838,156.343,208761,4
3685,3685,energetic,4kbYevkszYmMhoQcwnR7cZ,I Will Wait,Mumford & Sons,0.486,0.769,1,-5.14,1,0.0341,0.0119,0.00832,0.197,0.393,131.286,276720,4
3686,3686,energetic,0NdTUS4UiNYCNn5FgVqKQY,Snap Out Of It,Arctic Monkeys,0.728,0.638,5,-6.455,0,0.0336,0.249,0.0,0.116,0.872,130.014,193030,4
3687,3687,energetic,3X5PSHyFEfkkbIncpslasP,All I Want To Hear You Say,Sea Girls,0.551,0.835,1,-6.883,0,0.0496,0.00127,0.0,0.321,0.541,123.946,189774,4
3688,3688,energetic,0yMDjN2lO0j6HVg1nbrBwh,Anxiety,Jupita,0.769,0.601,9,-6.91,1,0.0407,0.0089,0.00012,0.106,0.836,121.99,179596,4
3689,3689,energetic,5KQDGl3vAkNGyfvSbaW89E,I'm Good,The Mowgli's,0.612,0.921,0,-5.338,1,0.0705,0.0115,0.0,0.166,0.674,96.042,166893,4
3690,3690,energetic,54hj06Z7sm7DaHSrGGMAZG,Meet Me In the Woods,Lord Huron,0.543,0.926,6,-6.759,0,0.0446,0.387,0.456,0.0667,0.604,80.501,262209,1
3691,3691,energetic,6fFuOXIrVHUmSI8IM889wa,Sleeping With A Friend,Neon Trees,0.579,0.888,2,-4.255,1,0.036,0.00209,7.73e-06,0.323,0.486,107.037,228840,4
3692,3692,energetic,1F5A4LpF8ylUVtPoMAvNvn,Raspberry,Grouplove,0.492,0.779,3,-5.022,1,0.0498,0.0292,0.0,0.129,0.445,104.966,196027,4
3693,3693,energetic,11IJA30efHAJLO3qroPh5L,Turn,The Wombats,0.531,0.847,1,-3.907,1,0.0529,0.00743,0.0,0.0916,0.38,105.03,207679,4
3694,3694,energetic,1MHYAqWWdDRePmnqORynrq,Kathleen,Catfish and the Bottlemen,0.489,0.892,11,-4.757,0,0.0786,0.000369,0.00293,0.411,0.598,137.93,160886,4
3695,3695,energetic,6liNJDyWJjyHAgDnAX95bw,Fire and the Flood,Vance Joy,0.596,0.827,5,-4.402,1,0.0372,0.0242,0.0,0.0958,0.329,115.034,249382,4
3696,3696,energetic,52zzYSu7RUsSFn8cZlVjWp,She Plays Bass,beabadoobee,0.447,0.89,9,-3.823,0,0.047,0.000147,0.021,0.101,0.269,136.066,207106,4
3697,3697,energetic,6Ca3uEAuun3HusTUiIXKs1,If You Wanna,The Vaccines,0.353,0.866,2,-3.274,1,0.0392,3.03e-05,3e-05,0.295,0.544,165.215,174013,4
